contribution	date	full_text	helpful	rating	title	user
9	November 7, 2011	I must say I'm not a fan of most broadway shows often finding them too cheesy for my taste. The Lion King was a definite exception. The show is tastefully done and has incredible music and dances. It appeals to all ages and I would recommend it to anyone.	3	5	The best broadway show out there	carolinacastro90
12	October 29, 2011	This broadway show was the highlight to or New York trip, other than the 911 memorial it was probably our favorite	7	5	Awesome show	Carri45
112	October 31, 2011	Amazing musical. Saw it 10 years ago in Sydney - still incredible 2nd time around. Booked tickets 4 months in advance so seats were great. Note - TKTS (cheap tickets) never gets Lion King so book ahead and you won't be disappointed! 	58	5	If you only see one musical, make it this one	Hkj00
21	October 31, 2011	I am not a theatre fan, however I thoroughly enjoyed the Lion King, a great night out!	21	5	My first show	Michael F
7	November 1, 2011	We had front row seats for my 6 year old son's first Broadway show. It was unbelievable!	1	5	Loved it!	worldnreview
9	October 23, 2011	My kids loved it. As most shows in NY the talent was excellent and deep. MY kids loved it:)! We saw it again recently and the kids (7 & 5) said NY was better:)	16	4	Great Show in a Tired Theatre	BizTravelerDeluxe
108	October 25, 2011	This show is brilliant, the costumes and talent is exceptional.	67	5	Amazing Show	amandar044
7	October 26, 2011	Performance was great-- much fun, and worth the money. HOWEVER, after it was finished --and we all had that great, magic feeling-- we were instructed to again take our seats. We did so, and were then (for nearly five minutes) hit up for donations to AIDS and Breast Cancer charities. Ruined the experience. Theater of this type is for escape from the tragedies of life --and we all have them. Very poor form, and as noted, all of the magic of the moment vaporized in a flash. 	4	1	Shakedown for Cash at close ruined the magic	NoCalVisitor
8	October 28, 2011	If you pick one show it has to be this one. Perfect in every way and gives you that feel good factor.	2	5	Loved It	SassieSue
4	October 18, 2011	Lovely theatre and great show. Right on times square. Take your own water as drinks are expensive.	1	4	Expensive but worth it	ShellyLynch2
4	October 20, 2011	IT´s simple to say: AMAZING i enjoy it with my daugthers and was unforgettable for us	1	5	Amazing	Hugo D
60	October 21, 2011	Not my favorite broadway show (Wicked), but overall very good. It must have been extemely difficult to imagine converting a cartoon movie about animals into something that could be played by humans on stage, but Disney pulled it off brilliantly.  The costumes are terrific and the actors are well suited. It stays pretty much exactly to the story of the film, so there aren't too many surprises. It's a long show (3 hours) so I was surpirsed at how many children there were, but they all seemed to handle it well.	59	4	Great costume and innovative transition from film to stage	Dave_O_the_World
36	October 22, 2011	This show was fantastic. Teenage children loved it as much as the adults. Bought the tickets 1 day before the date on ticketmaster...a whole row opened that morning as I had been looking for tickets for 2 days prior. Got great seats, paid full price but worth every penny!	9	5	BEST TIME	drosiewh
46	October 11, 2011	This was a fantastic show but also excellent for children. The whole show was superb and is a must for anyone who has the opportunity and budget to see it. The costumes and method of making animals realistic was great. Highly recommend.	27	5	Must see performance	Stuart S
7	October 12, 2011	The costumes were amazing. I was thoroughly engaged throughout. It was one of those rare experiences in entertainment where you didn't want the event to end. Highly recommended though the cost is hard to justify.	1	4	Teriffic show - especially for kids old enough to appreciate it...	Joe C
33	October 15, 2011	"You go with the feeling ""i've seen the Movie with the kids..."" but it was an unexpected pleasure that was performed with such joy and enthusiasm. You could tell the cast was having a great time. We've been to it three times now, taking someone new each time. A must see while in the City!"	7	5	Unexpected delight..	scbuilder1
23	October 16, 2011	I brought my mom and sister to see this show in NY since I had already seen it in Chicago and loved it. I guess the expectation for Broadway shows is to be the best, but I thought the one in Chicago was just as good. The Minskoff Theatre is right in the heart of Times Square and the attendants there were very accomodating. As soon as we walked in they noticed my mother walking with a cane and they immediately escorted us to an elevator and seated us before the doors even opened, so we really appreciated that. The opening scene and costumes are spectacular! It's hard to describe, but the actors make it believable that you are looking at animals without making it cartoon-like. The whole show is very entertaining and very funny at times for any age.	15	5	Very Entertaining	cjorchid
